"fagency_id","route_short_name","route_long_name","route_desc","route_type","route_url","route_color","route_text_color","route_id"
"LTFRB","","Balintawak - PUC via BAESA","Andreas Bonifacio, Quezon City - St Francis of Assisi Parish Church, Roxas, Quirino Highway, Quezon City","3","","","","LTFRB_PUJ1142"
"LTFRB","","Balintawak - PUC via BAESA","St Francis of Assisi Parish Church, Roxas, Quirino Highway, Quezon City - Andreas Bonifacio, Quezon City","3","","","","LTFRB_PUJ1143"
"LTFRB","","Brgy. San Rafael (Rodriguez) - Quezon City Hall via Maly (San Mateo, Rizal*","Kalayaan Ave / Elliptical Rd Intersection, Quezon City, Manila - MH del Pilar Street near Pig Farm, Rodriguez","3","","","","LTFRB_PUJ1146"
"LTFRB","","Brgy. San Rafael (Rodriguez) - Quezon City Hall via Maly (San Mateo, Rizal*","MH del Pilar Street near Pig Farm, Rodriguez - Kalayaan Ave / Elliptical Rd Intersection, Quezon City, Manila","3","","","","LTFRB_PUJ1147"
"LTFRB","","Binangonan - JRC via Angono","Quezon Ext. Binangonan, Manila - Shaw Blvd, Mandaluyong City, Manila","3","","FFFFFF","","LTFRB_PUJ1152"
"LTFRB","","Binangonan - JRC via Angono","Shaw Blvd, Mandaluyong City, Manila - Quezon Ext. Binangonan, Manila","3","","","","LTFRB_PUJ1153"
"LTFRB","","Binangonan - Marcos Highway via Manila East Road","Felix Ave, Cainta, Manila - Osmena, Binangonan, Manila","3","","","","LTFRB_PUJ1154"
"LTFRB","","Binangonan - Marcos Highway via Manila East Road","Osmena, Binangonan, Manila - Felix Ave, Cainta, Manila","3","","","","LTFRB_PUJ1155"
"LTFRB","","Binangonan - Pasig (TP)","Quezon Ext. Binangonan, Manila - Market Ave, Pasig City, Manila","3","","","","LTFRB_PUJ1156"
"LTFRB","","Binangonan - Pasig (TP)","Market Ave, Pasig City, Manila - Quezon Ext. Binangonan, Manila","3","","","","LTFRB_PUJ1157"
"LTFRB","","Blumentritt - Divisoria","Light Rail Transportation / New Antipolo, Quezon City - Claro M. Recto Ave / Jose Abad Santos Ave. Intersection, Manila","3","","","","LTFRB_PUJ1159"
"LTFRB","","Blumentritt - Frisco","Light Rail Transportation / New Antipolo, Quezon City - Del Monte Avenue / Roosevelt Avenue Intersection, Quezon City","3","","","","LTFRB_PUJ1160"
"LTFRB","","Blumentritt - Frisco","Del Monte Avenue / Roosevelt Avenue Intersection, Quezon City - Light Rail Transportation / New Antipolo, Quezon City","3","","","","LTFRB_PUJ1161"
"LTFRB","","Blumentritt - I. Delos Reyes/P. Campa via Dimasalang","Alfonso Mendoza, Manila - Light Rail Transportation / New Antipolo, Quezon City","3","","","","LTFRB_PUJ1162"
"LTFRB","","Blumentritt - I. Delos Reyes/P. Campa via Dimasalang","Light Rail Transportation / New Antipolo, Quezon City - Alfonso Mendoza, Manila","3","","","","LTFRB_PUJ1163"
"LTFRB","","Blumentritt - Libertad via Quiapo, L. Guinto","Dimasalang / Aurora Boulevard Intersection, Quezon City - Taft Avenue Extension / Epifanio de los Santos Avenue, Lungsod ng Pasay, Manila","3","","","","LTFRB_PUJ1164"
"LTFRB","","Blumentritt - Libertad via Quiapo, L. Guinto","Taft Avenue Extension / Epifanio de los Santos Avenue, Lungsod ng Pasay, Manila - Dimasalang / Aurora Boulevard Intersection, Quezon City","3","","","","LTFRB_PUJ1165"
"LTFRB","","Blumentritt - Libertad via Quiapo, Mabini","Cuneta Avenue, Lungsod ng Pasay, Manila - Dimasalang / Aurora Boulevard Intersection, Quezon City","3","","","","LTFRB_PUJ1166"
"LTFRB","","Blumentritt - Libertad via Quiapo, Mabini","Dimasalang / Aurora Boulevard Intersection, Quezon City - Cuneta Avenue, Lungsod ng Pasay, Manila","3","","","","LTFRB_PUJ1167"
"LTFRB","","Blumentritt - Libertad via Sta. Cruz, L. Guinto","Antonio Arnaiz Ave / F.B. Harrison St Intersection - Light Rail Transit Line / Bulacan Intersection, Quezon City","3","","","","LTFRB_PUJ1168"
"LTFRB","","Blumentritt - Libertad via Sta. Cruz, L. Guinto","Light Rail Transit Line / Bulacan Intersection, Quezon City - Antonio Arnaiz Ave / F.B. Harrison St Intersection","3","","","","LTFRB_PUJ1169"
"LTFRB","","Blumentritt - Libertad via Sta. Cruz, Mabini","Antonio Arnaiz Ave / F.B. Harrison St Intersection - Old Antipolo / Felix Huetas Intersection, Quezon City","3","","","","LTFRB_PUJ1170"
"LTFRB","","Blumentritt - Libertad via Sta. Cruz, Mabini","Old Antipolo / Felix Huetas Intersection, Quezon City - Antonio Arnaiz Ave / F.B. Harrison St Intersection","3","","","","LTFRB_PUJ1171"
"LTFRB","","Blumentritt - North Harbor via Divisoria","Antonio Rivera, Manila - Light Rail Transportation / New Antipolo, Quezon City","3","","","","LTFRB_PUJ1172"
"LTFRB","","Blumentritt - North Harbor via Divisoria","Light Rail Transportation / New Antipolo, Quezon City - Antonio Rivera, Manila","3","","","","LTFRB_PUJ1173"
"LTFRB","","Blumentritt - Pasay RTDA. via Quiapo, L. Guinto","Light Rail Transportation / New Antipolo, Quezon City - Taft Avenue Extension / Epifanio de los Santos Avenue, Lungsod ng Pasay, Manila","3","","","","LTFRB_PUJ1174"
"LTFRB","","Blumentritt - Pasay RTDA. via Quiapo, L. Guinto","Taft Avenue Extension / Epifanio de los Santos Avenue, Lungsod ng Pasay, Manila - Light Rail Transportation / New Antipolo, Quezon City","3","","","","LTFRB_PUJ1175"
"LTFRB","","Blumentritt - Pasay RTDA via Sta. Cruz, L. Guinto","New Antipolo / Oroquieta Intersection, Quezon City - Epifanio de los Santos Avenue, Lungsod ng Pasay","3","","","","LTFRB_PUJ1176"
"LTFRB","","Blumentritt - Pasay RTDA via Sta. Cruz, L. Guinto","Epifanio de los Santos Avenue, Lungsod ng Pasay - New Antipolo / Oroquieta Intersection, Quezon City","3","","","","LTFRB_PUJ1177"
"LTFRB","","Blumentritt - Pasay RTDA. via Sta. Cruz, Mabini","Old Antipolo / Felix Huetas Intersection, Quezon City - Epifanio de los Santos Avenue, Lungsod ng Pasay","3","","","","LTFRB_PUJ1178"
"LTFRB","","Blumentritt - Pasay RTDA. via Sta. Cruz, Mabini","Epifanio de los Santos Avenue, Lungsod ng Pasay - Old Antipolo / Felix Huetas Intersection, Quezon City","3","","","","LTFRB_PUJ1179"
"LTFRB","","Blumentritt - Remedios via Quiapo, L. Guinto","Light Rail Transportation / New Antipolo, Quezon City - Leon Guinto Sr., Manila","3","","","","LTFRB_PUJ1180"
"LTFRB","","Blumentritt - Remedios via Quiapo, L. Guinto","Leon Guinto Sr., Manila - Light Rail Transportation / New Antipolo, Quezon City","3","","","","LTFRB_PUJ1181"
"LTFRB","","Blumentritt - Retiro","Light Rail Transportation / New Antipolo, Quezon City - N. S. Amoranto Sr. Avenue / Banawe Avenue Intersection, Quezon City","3","","","","LTFRB_PUJ1182"
"LTFRB","","Blumentritt - Retiro","N. S. Amoranto Sr. Avenue / Banawe Avenue Intersection, Quezon City - Light Rail Transportation / New Antipolo, Quezon City","3","","","","LTFRB_PUJ1183"
"LTFRB","","Blumentritt - Sta. Quiteria","Ferdinand Blumentritt / Felix Huertas Intersection, Quezon City - Roxas, Quirino Highway, Quezon City","3","","","","LTFRB_PUJ1184"
"LTFRB","","Blumentritt - Sta. Quiteria","Roxas, Quirino Highway, Quezon City - Ferdinand Blumentritt / Felix Huertas Intersection, Quezon City","3","","","","LTFRB_PUJ1185"
"LTFRB","","Blumentritt - Vito Cruz via Quiapo, Mabini","Light Rail Transportation / New Antipolo, Quezon City - HP Village Square, Pablo Ocampo Sr., Manila","3","","","","LTFRB_PUJ1186"
"LTFRB","","Blumentritt - Vito Cruz via Quiapo, Mabini","HP Village Square, Pablo Ocampo Sr., Manila - Light Rail Transportation / New Antipolo, Quezon City","3","","","","LTFRB_PUJ1187"
"LTFRB","","Boni/Pinatubo - Kalentong/JRC","Arayat, Mandaluyong City, Manila - Daang Bakal / New Panaderos Extension Intersection, Manila","3","","","","LTFRB_PUJ1188"
"LTFRB","","Boni/Pinatubo - Kalentong/JRC","Daang Bakal / New Panaderos Extension Intersection, Manila - Arayat, Mandaluyong City, Manila","3","","","","LTFRB_PUJ1189"
"LTFRB","","Boni - Kalentong/JRC via Boni Ave.","Arayat, Mandaluyong City, Manila - New Panaderos Extension / 34 Rte Rev. G. Aglipay Intersection, Mandaluyong City","3","","","","LTFRB_PUJ1190"
"LTFRB","","Boni - Kalentong/JRC via Boni Ave.","New Panaderos Extension / 34 Rte Rev. G. Aglipay Intersection, Mandaluyong City - Arayat, Mandaluyong City, Manila","3","","","","LTFRB_PUJ1191"
"LTFRB","","Boni (Robinson's Complex) - Kalentong/JRC","Pioneer Studios, Pioneer, Pasig City, Manila - New Panaderos Extension / 34 Rte Rev. G. Aglipay Intersection, Mandaluyong City","3","","","","LTFRB_PUJ1192"
"LTFRB","","Boni (Robinson's Complex) - Kalentong/JRC","New Panaderos Extension / 34 Rte Rev. G. Aglipay Intersection, Mandaluyong City - Pioneer Studios, Pioneer, Pasig City, Manila","3","","","","LTFRB_PUJ1193"
"LTFRB","","Boni/Pinatubo - Stop & Shop","Arayat, Mandaluyong City, Manila - Ramon Magsaysay Blvd / Altura Intersection, Manila","3","","","","LTFRB_PUJ1194"
"LTFRB","","Boni/Pinatubo - Stop & Shop","Ramon Magsaysay Blvd / Altura Intersection, Manila - Arayat, Mandaluyong City, Manila","3","","","","LTFRB_PUJ1195"
"LTFRB","","Cainta Junction - Cubao via Ortigas Ave. Ext.","Rosario Ocampo Elementary School, Rosario Ocampo Elementary School - 15th Ave / P. Tuazon Blvd, Quezon City, Manila","3","","","","LTFRB_PUJ1200"
"LTFRB","","Cainta Junction - Cubao via Ortigas Ave. Ext.","15th Ave / P. Tuazon Blvd, Quezon City, Manila - Rosario Ocampo Elementary School, Rosario Ocampo Elementary School","3","","","","LTFRB_PUJ1201"
"LTFRB","","Calumpang - Cubao via 20th Ave., P. Tuazon","General Romulo Ave ,Quezon City, Manila - Nicanor Roxas St, Marikina City, Manila","3","","","","LTFRB_PUJ1202"
"LTFRB","","Calumpang - Cubao via 20th Ave., P. Tuazon","Nicanor Roxas St, Marikina City, Manila - General Romulo Ave ,Quezon City, Manila","3","","","","LTFRB_PUJ1203"
"LTFRB","","Calumpang - Stop & Shop via Aurora Blvd.","Internet Cafe, Old Sta. Mesa, Manila - J. P. Rizal St, Marikina City, Manila","3","","","","LTFRB_PUJ1204"
"LTFRB","","Calumpang - Stop & Shop via Aurora Blvd.","J. P. Rizal St, Marikina City, Manila - Internet Cafe, Old Sta. Mesa, Manila","3","","","","LTFRB_PUJ1205"
"LTFRB","","Camarin - Novaliches (TP)","Topaz, Caloocan City - Ipil / Camarin Road Intersection, Caloocan City","3","","","","LTFRB_PUJ1206"
"LTFRB","","Camarin - Novaliches (TP)","Ipil / Camarin Road Intersection, Caloocan City - Topaz, Caloocan City","3","","","","LTFRB_PUJ1207"
"LTFRB","","Cielito Homes - Novaliches (TP) via Old Camarin Rd.","Our Lady Mercy Church, Quirino Highway, Caloocan City - Mahogany / Castle Spring Avenue, Caloocan City","3","","","","LTFRB_PUJ1216"
"LTFRB","","Cielito Homes - Novaliches (TP) via Old Camarin Rd.","Mahogany / Castle Spring Avenue, Caloocan City - Our Lady Mercy Church, Quirino Highway, Caloocan City","3","","","","LTFRB_PUJ1217"
"LTFRB","","Cogeo - Cubao via Marcos Hi-way","Mayor Ignacio Santos Diaz / N.Domingo Intersection, San Juan, Manila - Marcos Hwy, Antipolo City, Manila","3","","","","LTFRB_PUJ1218"
"LTFRB","","Cogeo - Cubao via Marcos Hi-way","Marcos Hwy, Antipolo City, Manila - Mayor Ignacio Santos Diaz / N.Domingo Intersection, San Juan, Manila","3","","","","LTFRB_PUJ1219"
"LTFRB","","Crame - Cubao via Murphy","Road 6, San Juan, Manila - APAC Customer Services, Inc., P. Tuazon Blvd, Quezon City, Manila","3","","","","LTFRB_PUJ1220"
"LTFRB","","Crame - Cubao via Murphy","APAC Customer Services, Inc., P. Tuazon Blvd, Quezon City, Manila - Road 6, San Juan, Manila","3","","","","LTFRB_PUJ1221"
"LTFRB","","Crame - Q-Mart via P. Tuazon, E. Garcia","Road 6, San Juan, Manila - Ermin Garcia Ave, Quezon City, Manila","3","","","","LTFRB_PUJ1222"
"LTFRB","","Crame - Q-Mart via P. Tuazon, E. Garcia","Ermin Garcia Ave, Quezon City, Manila - Road 6, San Juan, Manila","3","","","","LTFRB_PUJ1223"
"LTFRB","","Cubao-Divisoria via Sta.Mesa,Aurora Blvd.","Claro M. Recto Ave / Jose Abad Santos Ave. Intersection, Manila - Aurora Blvd / General Aguinaldo Ave Intersection, Quezon City, Manila","3","","","","LTFRB_PUJ1224"
"LTFRB","","Cubao-Divisoria via Sta.Mesa,Aurora Blvd.","Aurora Blvd / General Aguinaldo Ave Intersection, Quezon City, Manila - Claro M. Recto Ave / Jose Abad Santos Ave. Intersection, Manila","3","","","","LTFRB_PUJ1225"
"LTFRB","","Cubao - Pier South via Espana","25th St / Antonio C. Delgado Intersection, Manila - Columbia / Yale Intersection, Quezon City, Manila","3","","","","LTFRB_PUJ1226"
"LTFRB","","Cubao - Pier South via Espana","Columbia / Yale Intersection, Quezon City, Manila - 25th St / Antonio C. Delgado Intersection, Manila","3","","","","LTFRB_PUJ1227"
"LTFRB","","Cubao - Proj. 4 via P. Tuazon","P. Tuazon Blvd / 21st Ave Intersection, Quezon City, Manila - J.P. Rizal Street / C. Aguinaldo Intersection, Quezon City, Manila","3","","","","LTFRB_PUJ1228"
"LTFRB","","Cubao - Proj. 4 via P. Tuazon","J.P. Rizal Street / C. Aguinaldo Intersection, Quezon City, Manila - P. Tuazon Blvd / 21st Ave Intersection, Quezon City, Manila","3","","","","LTFRB_PUJ1229"
"LTFRB","","Cubao - Remedios via Quiapo, L. Guinto","Taft Ave, Manila - General Romulo Ave / Aurora Blvd Intersection, Quezon City, Manila","3","","","","LTFRB_PUJ1230"
"LTFRB","","Cubao - Recto via Espana","España Blvd / Nicanor Reyes St Intersection, Manila - Aurora Blvd / Epifanio de los Santos Avenue Intersection, Quezon City, Manila","3","","","","LTFRB_PUJ1232"
"LTFRB","","Cubao - Recto via Espana","Aurora Blvd / Epifanio de los Santos Avenue Intersection, Quezon City, Manila - España Blvd / Nicanor Reyes St Intersection, Manila","3","","","","LTFRB_PUJ1233"
"LTFRB","","Cubao - Lagro via Kalayaan","13th Ave / P. Tuazon Blvd, Quezon City, Manila - Quirino Highway / St James Intersection, Calcoocan City","3","","","","LTFRB_PUJ1234"
"LTFRB","","Cubao - Lagro via Kalayaan","Quirino Highway / St James Intersection, Calcoocan City - 13th Ave / P. Tuazon Blvd, Quezon City, Manila","3","","","","LTFRB_PUJ1235"
"LTFRB","","Cubao (Arayat) - V. Luna via Ybardolaza","P. A. Bernardo, Quezon City, Manila - V. Luna Hospital, V. Luna Ave, Quezon City, Manila","3","","","","LTFRB_PUJ1236"
"LTFRB","","Cubao (Arayat) - V. Luna via Ybardolaza","V. Luna Hospital, V. Luna Ave, Quezon City, Manila - P. A. Bernardo, Quezon City, Manila","3","","","","LTFRB_PUJ1237"
"LTFRB","","Dapitan - I. Delos Reyes/P. Campa via Laon Laan","Community Centre, San Isidro Labrador, Quezon City - España Blvd / Nicanor Reyes St Intersection, Manila","3","","","","LTFRB_PUJ1243"
"LTFRB","","Dapitan - Libertad via Mabini","Antonio Arnaiz Ave / F.B. Harrison St Intersection - Community Centre, San Isidro Labrador, Quezon City","3","","","","LTFRB_PUJ1244"
"LTFRB","","Dapitan - Libertad via Mabini","Community Centre, San Isidro Labrador, Quezon City - Antonio Arnaiz Ave / F.B. Harrison St Intersection","3","","","","LTFRB_PUJ1245"
"LTFRB","","Dapitan - Pasay RTDA. Via L. Guinto","Taft Avenue Extension / Epifanio de los Santos Avenue, Lungsod ng Pasay, Manila - Community Centre, San Isidro Labrador, Quezon City","3","","","","LTFRB_PUJ1246"
"LTFRB","","Dapitan - Pasay RTDA. Via L. Guinto","Community Centre, San Isidro Labrador, Quezon City - Taft Avenue Extension / Epifanio de los Santos Avenue, Lungsod ng Pasay, Manila","3","","","","LTFRB_PUJ1247"
"LTFRB","","H. Dela Costa II - SM Fairview via Quirino Highway","Quirino Highway, Quezon City - Dela Costa Avenue, Calcoocan City","3","","","","LTFRB_PUJ1248"
"LTFRB","","H. Dela Costa II - SM Fairview via Quirino Highway","Dela Costa Avenue, Calcoocan City - Quirino Highway, Quezon City","3","","","","LTFRB_PUJ1249"
"LTFRB","","Del Monte - Quezon Ave. via Banaue","Banawe Avenue / P. Florentino Intersection, Quezon City - Banawe Avenue, Quezon City","3","","","","LTFRB_PUJ1250"
"LTFRB","","Del Monte - Quezon Ave. via Banaue","Banawe Avenue, Quezon City - Banawe Avenue / P. Florentino Intersection, Quezon City","3","","","","LTFRB_PUJ1251"
"LTFRB","","Divisoria - Malinta via J.A. Santos","Antonio Rivera, Manila - MacArthur Highway / San Miguel Interchange, Dalandanan, Valenzuela City","3","","","","LTFRB_PUJ1264"
"LTFRB","","Divisoria - Malinta via J.A. Santos","MacArthur Highway / San Miguel Interchange, Dalandanan, Valenzuela City - Antonio Rivera, Manila","3","","","","LTFRB_PUJ1265"
"LTFRB","","Divisoria - MCU via Del Mundo, J.A. Santos","Antonio Rivera, Manila - Epifanio de los Santos Avenue / Gen Malvar Intersection , Caloocan City","3","","","","LTFRB_PUJ1268"
"LTFRB","","Divisoria - MCU via Del Mundo, J.A. Santos","Epifanio de los Santos Avenue / Gen Malvar Intersection , Caloocan City - Antonio Rivera, Manila","3","","","","LTFRB_PUJ1269"
"LTFRB","","Divisoria - Murphy via Legarda, Aurora Blvd.","Antonio Rivera, Manila - W Point / Columbia Intersection, Quezon City, Manila","3","","","","LTFRB_PUJ1270"
"LTFRB","","Divisoria - Murphy via Legarda, Aurora Blvd.","Aurora Blvd / General Aguinaldo Ave Intersection, Quezon City, Manila - Antonio Rivera, Manila","3","","","","LTFRB_PUJ1271"
"LTFRB","","Divisoria - Punta via Sta. Mesa","Claro M. Recto Ave / Jose Abad Santos Ave. Intersection, Manila - F Y Manalo, Manila","3","","","","LTFRB_PUJ1278"
"LTFRB","","Divisoria - Punta via Sta. Mesa","F Y Manalo, Manila - Claro M. Recto Ave / Jose Abad Santos Ave. Intersection, Manila","3","","","","LTFRB_PUJ1279"
"LTFRB","","Divisoria - Retiro via J. A. Santos","Narra, Manila - N. S. Amoranto Sr. Avenue / Don Jose Intersection, Quezon City","3","","","","LTFRB_PUJ1280"
"LTFRB","","Divisoria - Retiro via J. A. Santos","N. S. Amoranto Sr. Avenue / Don Jose Intersection, Quezon City - Narra, Manila","3","","","","LTFRB_PUJ1281"
"LTFRB","","Divisoria - San Juan","Claro M. Recto Ave, Manila - Corazon De Jesus / N.Domingo, Manila","3","","","","LTFRB_PUJ1284"
"LTFRB","","Divisoria - San Juan","Corazon De Jesus / N.Domingo, Manila - Claro M. Recto Ave, Manila","3","","","","LTFRB_PUJ1285"
"LTFRB","","Divisoria - Sta. Mesa via R. Magsaysay","Claro M. Recto Ave, Manila - Aurora Blvd / General Aguinaldo Ave Intersection, Quezon City, Manila","3","","","","LTFRB_PUJ1288"
"LTFRB","","Divisoria - Sta. Mesa via R. Magsaysay","Aurora Blvd / General Aguinaldo Ave Intersection, Quezon City, Manila - Claro M. Recto Ave, Manila","3","","","","LTFRB_PUJ1289"
"LTFRB","","EDSA/North Ave. - Tandang Sora/Mindanao Ave.","Pacific Global Hospital, Mindanao Avenue, Quezon City - Epifanio de los Santos Avenue / North Avenue Intersection, Quezon City","3","","","","LTFRB_PUJ1300"
"LTFRB","","EDSA/North Ave. - Tandang Sora/Mindanao Ave.","Epifanio de los Santos Avenue / North Avenue Intersection, Quezon City - Pacific Global Hospital, Mindanao Avenue, Quezon City","3","","","","LTFRB_PUJ1301"
"LTFRB","","EDSA/North Ave. - UP via North Ave., Marcos Ave.","Epifanio de los Santos Avenue / North Avenue Intersection, Quezon City - E. Ma. Guerrero / Osmeña Ave, Quezon City, Manila","3","","","","LTFRB_PUJ1304"
"LTFRB","","EDSA/North Ave. - UP via North Ave., Marcos Ave.","E. Ma. Guerrero / Osmeña Ave, Quezon City, Manila - Epifanio de los Santos Avenue / North Avenue Intersection, Quezon City","3","","","","LTFRB_PUJ1305"
"LTFRB","","EDSA/Shaw - E. Rodriguez (Ugong) via J. Vargas Ave.","Mayflower, Mandaluyong City, Manila - Lanuza Ave / C-5 Intersection , Pasig City, Manila","3","","","","LTFRB_PUJ1310"
"LTFRB","","EDSA/Shaw - E. Rodriguez (Ugong) via J. Vargas Ave.","Eulogio Rodriguez Jr Ave / Doña Julia Vargas Ave Intersection, Pasig City, Manila - Mayflower, Mandaluyong City, Manila","3","","","","LTFRB_PUJ1311"
"LTFRB","","EDSA/Shaw Central - Kalentong/JRC","Epifanio de los Santos Avenue /  Shaw Blvd Intersection, Mandaluyong City, Manila - Shaw Blvd, Mandaluyong City, Manila","3","","","","LTFRB_PUJ1312"
"LTFRB","","EDSA/Shaw Central - Kalentong/JRC","Shaw Blvd, Mandaluyong City, Manila - Epifanio de los Santos Avenue /  Shaw Blvd Intersection, Mandaluyong City, Manila","3","","","","LTFRB_PUJ1313"
"LTFRB","","EDSA/Shaw Central - Morong via Binangonan, Cardona","Manila East Rd, Binangonan, Manila - Epifanio de los Santos Avenue /  Shaw Blvd Intersection, Mandaluyong City, Manila","3","","","","LTFRB_PUJ1314"
"LTFRB","","EDSA/Shaw Central - Morong via Binangonan, Cardona","Epifanio de los Santos Avenue /  Shaw Blvd Intersection, Mandaluyong City, Manila - Manila East Rd, Binangonan, Manila","3","","","","LTFRB_PUJ1315"
"LTFRB","","EDSA - Shaw - Ortigas Complex","Firefly / Green Meadows Ave Intersection, Pasig City, Manila - Shaw Blvd, Shaw Blvd, Manila","3","","","","LTFRB_PUJ1316"
"LTFRB","","EDSA - Shaw - Ortigas Complex","Shaw Blvd, Shaw Blvd, Manila - Firefly / Green Meadows Ave Intersection, Pasig City, Manila","3","","","","LTFRB_PUJ1317"
"LTFRB","","EDSA/Shaw Central - Taytay","Ortigas Ave / 5th Avenue Intersection, Pagis City, Manila - Epifanio de los Santos Avenue / United Intersection, Mandaluyong City, Manila","3","","","","LTFRB_PUJ1321"
"LTFRB","","EDSA/West Ave. - Panay Ave.","Quezon Avenue, Quezon City - Epifanio de los Santos Avenue / Bulacan Intersection, Quezon City","3","","","","LTFRB_PUJ1324"
"LTFRB","","EDSA/West Ave. - Panay Ave.","Epifanio de los Santos Avenue / Bulacan Intersection, Quezon City - Quezon Avenue, Quezon City","3","","","","LTFRB_PUJ1325"
"LTFRB","","MCU - Vito Cruz via Rizal Ave., Taft Ave.","Rizal Memorial Track and Football Stadium, M Adriatico, Manila - Epifanio de los Santos Avenue / 8th Street Intersection , Caloocan City","3","","","","LTFRB_PUJ1328"
"LTFRB","","Escolta - Monumento via G. del Mundo, Dasmarinas, Nueva","Rizal Avenue, Manila - Bonifacio Market, MacArthur Highway, Caloocan City","3","","","","LTFRB_PUJ1330"
"LTFRB","","Escolta - Monumento via G. del Mundo, Dasmarinas, Nueva","Bonifacio Market, MacArthur Highway, Caloocan City - Rizal Avenue, Manila","3","","","","LTFRB_PUJ1331"
"LTFRB","","Monumento - Pier South via Rizal Ave.","Epifanio de los Santos Avenue / 8th Street Intersection , Caloocan City - Railroad Dr / 13th St Intersection, Manila","3","","","","LTFRB_PUJ1332"
"LTFRB","","Monumento - Pier South via Rizal Ave.","Railroad Dr / 13th St Intersection, Manila - Epifanio de los Santos Avenue / 8th Street Intersection , Caloocan City","3","","","","LTFRB_PUJ1333"
"LTFRB","","Espana Rotonda - Proj. 2 & 3 via Timog","Quezon Avenue / D Tuazon Intersection, Quezon City - Molave, Quezon City, Manila","3","","","","LTFRB_PUJ1334"
"LTFRB","","Espana Rotonda - Proj. 2 & 3 via Timog","Molave, Quezon City, Manila - Quezon Avenue / D Tuazon Intersection, Quezon City","3","","","","LTFRB_PUJ1335"
"LTFRB","","Espana - Rizal Ave. via Blumentritt","Blumentritt, Manila - Cavitie / Leonor Rivera Intersection, Quezon City","3","","","","LTFRB_PUJ1336"
"LTFRB","","Espana - Rizal Ave. via Blumentritt","Cavitie / Leonor Rivera Intersection, Quezon City - Blumentritt, Manila","3","","","","LTFRB_PUJ1337"
"LTFRB","","Fairview (Dahlia) - Cubao (Arayat)","P. A. Bernardo, Quezon City, Manila - Fairlane / Dahlia Intersection, Quezon City","3","","","","LTFRB_PUJ1340"
"LTFRB","","Fairview (Dahlia) - Cubao (Arayat)","Fairlane / Dahlia Intersection, Quezon City - P. A. Bernardo, Quezon City, Manila","3","","","","LTFRB_PUJ1341"
"LTFRB","","rancisco Homes - Novaliches (TP) via Quirino Hi-way","Dumalay, Quezon City - Francisco Homes Elementary School, Un-named Road, City of San Jose del Monte","3","","","","LTFRB_PUJ1348"
"LTFRB","","rancisco Homes - Novaliches (TP) via Quirino Hi-way","Francisco Homes Elementary School, Un-named Road, City of San Jose del Monte - Dumalay, Quezon City","3","","","","LTFRB_PUJ1349"
"LTFRB","","Francisco Homes - Philcoa","San Jose Water District, Un-named Road, City of San Jose del Monte - Kalayaan Ave / Elliptical Rd Intersection, Quezon City, Manila","3","","","","LTFRB_PUJ1350"
"LTFRB","","Francisco Homes - Philcoa","Kalayaan Ave / Elliptical Rd Intersection, Quezon City, Manila - San Jose Water District, Un-named Road, City of San Jose del Monte","3","","","","LTFRB_PUJ1351"
"LTFRB","","Francisco Homes - Cubao","General Romulo Ave / Aurora Blvd Intersection, Quezon City, Manila - Most Scared Heart of Jesus Parish, Un-named Road, City of San Jose del Monte","3","","","","LTFRB_PUJ1352"
"LTFRB","","Francisco Homes - Cubao","Most Scared Heart of Jesus Parish, Un-named Road, City of San Jose del Monte - General Romulo Ave / Aurora Blvd Intersection, Quezon City, Manila","3","","","","LTFRB_PUJ1353"
"LTFRB","","Frisco - Pier South via Sta. Cruz","25th St / Antonio C. Delgado Intersection, Manila - Del Monte Avenue / Roosevelt Avenue Intersection, Quezon City","3","","","","LTFRB_PUJ1354"
"LTFRB","","Frisco - Pier South via Sta. Cruz","Del Monte Avenue / Roosevelt Avenue Intersection, Quezon City - 25th St / Antonio C. Delgado Intersection, Manila","3","","","","LTFRB_PUJ1355"
"LTFRB","","Gasak - Recto via Dagat-dagatan, C-3","Quezon Blvd, Manila - Don Bastilio Bautista Boulevard / Gov. W. Pascual Avenue, Malabon City","3","","","","LTFRB_PUJ1356"
"LTFRB","","Gasak - Recto via Dagat-dagatan, C-3","Don Bastilio Bautista Boulevard / Gov. W. Pascual Avenue, Malabon City - Quezon Blvd, Manila","3","","","","LTFRB_PUJ1357"
"LTFRB","","Guadalupe Mkt. - L. Guinto via P. Gil","Epifanio de los Santos Avenue, Makati City, Manila - Leon Guinto Sr. / Pedro Gil Intersection, Manila","3","","","","LTFRB_PUJ1361"
"LTFRB","","Gumaok (SJDM) - Novaliches TP","Dumalay, Quezon City - Sta. Maria - Tungkong Mangga Rd, City of San Jose del Monte","3","","","","LTFRB_PUJ1364"
"LTFRB","","Gumaok (SJDM) - Novaliches TP","Sta. Maria - Tungkong Mangga Rd, City of San Jose del Monte - Dumalay, Quezon City","3","","","","LTFRB_PUJ1365"
"LTFRB","","Heritage Homes - Monumento via NLEX","Lapu-lapu / Samson Road Intersection, Malabon City - Metrogate Market, Un named Road, Marilao","3","","","","LTFRB_PUJ1374"
"LTFRB","","Heritage Homes - Monumento via NLEX","Metrogate Market, Un named Road, Marilao - Lapu-lapu / Samson Road Intersection, Malabon City","3","","","","LTFRB_PUJ1375"
